Data ID,STATUS,SIZE,FUEL,DISTANCE,DESIBEL,AIRFLOW,FREQUENCY
227,Extinction,1,1,50,108,12.5,51
228,Extinction,1,1,50,108,13.2,50
229,Extinction,1,1,50,108,13.4,48
230,Extinction,1,1,50,107,13.5,47
231,Extinction,1,1,50,106,13.3,46
232,Extinction,1,1,50,107,14.4,45
233,Extinction,1,1,50,92,14.9,44
234,Extinction,1,1,50,92,14.9,42
235,Extinction,1,1,50,92,13.6,40
236,Extinction,1,1,50,95,14.3,38
237,Extinction,1,1,50,108,14.5,36
238,Extinction,1,1,50,107,14.2,35
239,Extinction,1,1,50,107,14.1,34
240,Extinction,1,1,50,107,14.4,33
241,Extinction,1,1,50,106,14.1,32
242,Extinction,1,1,50,106,14.2,30
243,Extinction,1,1,50,108,13.5,28
244,Extinction,1,1,50,108,13.5,27
245,Extinction,1,1,50,107,13.3,26
246,Extinction,1,1,50,106,12.5,25
247,Extinction,1,1,50,105,12.9,24
248,Extinction,1,1,50,92,12.3,23
249,Extinction,1,1,50,106,12.5,22
250,Extinction,1,1,50,105,12.5,21
251,Extinction,1,1,50,105,11.5,20
252,Extinction,1,1,50,106,12.5,19
253,Extinction,1,1,50,104,12,18
254,Extinction,1,1,50,88,10.6,17
255,Extinction,1,1,50,93,10.4,16
256,Extinction,1,1,50,92,10.3,15
257,Extinction,1,1,50,90,11,14
258,Extinction,1,1,50,89,10,13
259,Extinction,1,1,50,92,9.9,12
260,Extinction,1,1,50,89,10.3,11
261,Extinction,1,1,50,90,10.3,10
262,Extinction,1,1,50,90,10.2,9
263,Extinction,1,1,50,91,11.2,8
264,Extinction,1,1,50,90,11.3,7
265,Extinction,1,1,50,90,10.5,6
266,Extinction,1,1,50,90,9.3,5
267,Extinction,1,1,50,86,8.3,4
268,Extinction,1,1,50,84,5.8,3
269,Non-extinction,1,1,50,82,3.2,2
270,Non-extinction,1,1,50,75,0,1
271,Non-extinction,1,1,60,102,0,75
272,Non-extinction,1,1,60,102,0,72
273,Non-extinction,1,1,60,102,0,70
274,Non-extinction,1,1,60,106,0,68
275,Non-extinction,1,1,60,97,2.8,67
276,Extinction,1,1,60,102,3.7,66
277,Extinction,1,1,60,103,4.4,65
278,Extinction,1,1,60,95,9.5,60
279,Extinction,1,1,60,107,11,55
280,Extinction,1,1,60,106,11,52
281,Extinction,1,1,60,105,11.6,51
282,Extinction,1,1,60,105,12.5,50
283,Extinction,1,1,60,108,12.6,48
284,Extinction,1,1,60,110,13.8,47
285,Extinction,1,1,60,109,13.8,46
286,Extinction,1,1,60,108,14.2,45
287,Extinction,1,1,60,108,14.2,44
288,Extinction,1,1,60,107,14.8,42
289,Extinction,1,1,60,107,13.8,40
290,Extinction,1,1,60,108,14.6,38
291,Extinction,1,1,60,107,14.4,36
292,Extinction,1,1,60,108,14.5,35
293,Extinction,1,1,60,108,14.1,34
294,Extinction,1,1,60,107,14.2,33
295,Extinction,1,1,60,107,14.2,32
296,Extinction,1,1,60,106,14,30
297,Extinction,1,1,60,107,13.6,28
298,Extinction,1,1,60,108,13.5,27
299,Extinction,1,1,60,106,12.6,26
300,Extinction,1,1,60,106,12.5,25
301,Extinction,1,1,60,106,12.5,24
302,Extinction,1,1,60,105,12.2,23
303,Extinction,1,1,60,107,12.3,22
304,Extinction,1,1,60,105,12.3,21
305,Extinction,1,1,60,104,12,20
306,Extinction,1,1,60,90,12.2,19
307,Extinction,1,1,60,90,11.9,18
308,Extinction,1,1,60,89,11.5,17
309,Extinction,1,1,60,92,10.9,16
310,Extinction,1,1,60,89,11.2,15
311,Extinction,1,1,60,88,11,14
312,Extinction,1,1,60,86,9.5,13
313,Extinction,1,1,60,90,9.6,12
314,Extinction,1,1,60,90,9.3,11
315,Extinction,1,1,60,88,9.9,10
316,Extinction,1,1,60,90,10.7,9
317,Extinction,1,1,60,91,11,8
318,Extinction,1,1,60,90,10.6,7
319,Extinction,1,1,60,87,10.2,6
320,Extinction,1,1,60,88,9.7,5
321,Extinction,1,1,60,87,8.6,4
322,Non-extinction,1,1,60,85,5.8,3
323,Non-extinction,1,1,60,83,3.4,2
324,Non-extinction,1,1,60,84,0,1
325,Non-extinction,1,1,70,96,0,75
326,Non-extinction,1,1,70,103,0,72
327,Non-extinction,1,1,70,105,0,70
328,Non-extinction,1,1,70,104,0,68
329,Non-extinction,1,1,70,103,1.9,67
330,Extinction,1,1,70,102,2.8,66
331,Extinction,1,1,70,102,3.2,65
332,Extinction,1,1,70,106,7.2,60
333,Extinction,1,1,70,106,7.5,55
334,Extinction,1,1,70,108,9.7,52
335,Extinction,1,1,70,103,9.5,51
336,Extinction,1,1,70,103,10.6,50
337,Extinction,1,1,70,105,11,48
338,Extinction,1,1,70,105,12.2,47
339,Extinction,1,1,70,106,12,46
340,Extinction,1,1,70,106,12.5,45
341,Extinction,1,1,70,106,12.5,44
342,Extinction,1,1,70,108,12.9,42
343,Extinction,1,1,70,107,13.2,40
344,Extinction,1,1,70,108,13.5,38
345,Extinction,1,1,70,106,13.5,36
346,Extinction,1,1,70,107,13.6,35
347,Extinction,1,1,70,106,13,34
348,Extinction,1,1,70,91,12.9,33
349,Extinction,1,1,70,106,12.6,32
350,Extinction,1,1,70,90,13,30
351,Extinction,1,1,70,92,13.3,28
352,Extinction,1,1,70,95,12.9,27
353,Extinction,1,1,70,106,12,26
354,Extinction,1,1,70,106,11.6,25
355,Extinction,1,1,70,105,11.6,24
356,Extinction,1,1,70,95,11.2,23
357,Extinction,1,1,70,107,10.7,22
358,Extinction,1,1,70,104,10.9,21
359,Extinction,1,1,70,104,11,20
360,Extinction,1,1,70,92,11.2,19
361,Extinction,1,1,70,91,11,18
362,Extinction,1,1,70,88,10.7,17
363,Extinction,1,1,70,92,10.6,16
364,Extinction,1,1,70,90,10.7,15
365,Extinction,1,1,70,87,10.6,14
366,Extinction,1,1,70,86,9.3,13
367,Extinction,1,1,70,89,8.8,12
368,Extinction,1,1,70,88,8.6,11
369,Extinction,1,1,70,88,8.3,10
370,Extinction,1,1,70,89,9.3,9
371,Extinction,1,1,70,90,9.5,8
372,Extinction,1,1,70,90,10.2,7
373,Extinction,1,1,70,87,10.3,6
374,Extinction,1,1,70,86,9.5,5
375,Extinction,1,1,70,87,8.1,4
376,Extinction,1,1,70,86,5.8,3
377,Non-extinction,1,1,70,80,3.8,2
378,Non-extinction,1,1,70,75,0,1
379,Non-extinction,1,1,80,96,0,75
380,Non-extinction,1,1,80,102,0,72
381,Non-extinction,1,1,80,102,0,70
382,Non-extinction,1,1,80,102,0,68
383,Non-extinction,1,1,80,96,2,67
384,Non-extinction,1,1,80,96,2.8,66
385,Non-extinction,1,1,80,105,2.8,65
386,Non-extinction,1,1,80,95,5.8,60
387,Non-extinction,1,1,80,94,6.5,55
388,Extinction,1,1,80,107,8.2,52
389,Extinction,1,1,80,103,8.2,51
390,Extinction,1,1,80,103,9,50
391,Extinction,1,1,80,106,10.5,48
392,Extinction,1,1,80,104,11.9,47
393,Extinction,1,1,80,106,11.2,46
394,Extinction,1,1,80,105,11.6,45
395,Extinction,1,1,80,106,12,44
396,Extinction,1,1,80,107,12.2,42
397,Extinction,1,1,80,106,11.6,40
398,Extinction,1,1,80,110,11.6,38
399,Extinction,1,1,80,106,12.3,36
400,Extinction,1,1,80,106,12.6,35
401,Extinction,1,1,80,105,12.5,34
402,Extinction,1,1,80,106,12.3,33
403,Extinction,1,1,80,106,11.8,32
404,Extinction,1,1,80,106,12.2,30
405,Extinction,1,1,80,106,11.6,28
406,Extinction,1,1,80,106,12,27
407,Extinction,1,1,80,105,11.3,26
408,Extinction,1,1,80,105,10.6,25
409,Extinction,1,1,80,104,10.4,24
410,Extinction,1,1,80,104,11.3,23
411,Extinction,1,1,80,106,10.6,22
412,Extinction,1,1,80,92,10.5,21
413,Extinction,1,1,80,104,10,20
414,Extinction,1,1,80,104,11,19
415,Extinction,1,1,80,90,10.7,18
416,Extinction,1,1,80,89,10.4,17
417,Extinction,1,1,80,91,10.3,16
418,Extinction,1,1,80,89,10.3,15
419,Extinction,1,1,80,90,10.6,14
420,Extinction,1,1,80,88,9.3,13
421,Extinction,1,1,80,91,8.6,12
422,Extinction,1,1,80,88,7.7,11
423,Extinction,1,1,80,92,7.9,10
424,Extinction,1,1,80,89,8.5,9
425,Extinction,1,1,80,90,9.3,8
426,Extinction,1,1,80,89,10,7
427,Extinction,1,1,80,88,9.5,6
428,Extinction,1,1,80,86,9.5,5
429,Extinction,1,1,80,87,7.7,4
430,Non-extinction,1,1,80,85,5,3
431,Non-extinction,1,1,80,80,3.2,2
432,Non-extinction,1,1,80,75,0,1
433,Non-extinction,1,1,90,103,0,75
434,Non-extinction,1,1,90,98,0,72
435,Non-extinction,1,1,90,104,0,70
436,Non-extinction,1,1,90,102,0,68
437,Non-extinction,1,1,90,96,2.1,67
438,Non-extinction,1,1,90,96,2.5,66
439,Non-extinction,1,1,90,105,3.1,65
440,Non-extinction,1,1,90,95,6.4,60
441,Non-extinction,1,1,90,106,6.1,55
442,Non-extinction,1,1,90,106,7,52
443,Non-extinction,1,1,90,104,8.5,51
444,Non-extinction,1,1,90,104,10,50
445,Extinction,1,1,90,106,10.9,48
446,Extinction,1,1,90,106,11,47
447,Extinction,1,1,90,106,12,46
448,Extinction,1,1,90,107,13.1,45
449,Extinction,1,1,90,106,11.9,44
450,Extinction,1,1,90,105,11,42
451,Extinction,1,1,90,106,11,40
452,Extinction,1,1,90,110,12.2,38
453,Extinction,1,1,90,106,12.2,36
454,Extinction,1,1,90,106,12.5,35
455,Extinction,1,1,90,106,12.6,34
456,Extinction,1,1,90,105,13.2,33
457,Extinction,1,1,90,106,12.6,32
458,Extinction,1,1,90,105,12.8,30
459,Extinction,1,1,90,106,12.8,28
460,Extinction,1,1,90,106,12,27
461,Extinction,1,1,90,105,11.5,26
462,Extinction,1,1,90,105,11,25
463,Extinction,1,1,90,104,10.6,24
464,Extinction,1,1,90,104,10.2,23
465,Extinction,1,1,90,105,10.6,22
466,Extinction,1,1,90,105,10,21
467,Extinction,1,1,90,104,10.2,20
468,Extinction,1,1,90,91,10.2,19
469,Extinction,1,1,90,90,11.2,18
470,Extinction,1,1,90,89,10.9,17
471,Extinction,1,1,90,102,10.9,16
472,Extinction,1,1,90,89,10.9,15
473,Extinction,1,1,90,90,10.4,14
474,Extinction,1,1,90,88,9.5,13
475,Extinction,1,1,90,90,8.2,12
476,Extinction,1,1,90,88,7.4,11
477,Extinction,1,1,90,89,7.9,10
478,Extinction,1,1,90,89,8.5,9
479,Extinction,1,1,90,90,8.9,8
480,Extinction,1,1,90,88,10,7
481,Extinction,1,1,90,87,9.7,6
482,Extinction,1,1,90,86,9.2,5
483,Non-extinction,1,1,90,86,7.5,4
484,Non-extinction,1,1,90,85,4.4,3
485,Non-extinction,1,1,90,84,3.2,2
486,Non-extinction,1,1,90,75,0,1
487,Non-extinction,1,1,100,98,0,75
488,Non-extinction,1,1,100,102,0,72
489,Non-extinction,1,1,100,106,0,70
490,Non-extinction,1,1,100,104,0,68
491,Non-extinction,1,1,100,103,1.5,67
492,Non-extinction,1,1,100,103,2.1,66
493,Non-extinction,1,1,100,105,2.5,65
494,Non-extinction,1,1,100,95,3.4,60
495,Non-extinction,1,1,100,105,4.4,55
496,Non-extinction,1,1,100,106,5.4,52
497,Non-extinction,1,1,100,102,4.9,51
498,Non-extinction,1,1,100,95,5.7,50
499,Non-extinction,1,1,100,105,7.1,48
500,Non-extinction,1,1,100,104,7.4,47
501,Non-extinction,1,1,100,104,8.6,46
502,Non-extinction,1,1,100,104,8.8,45
503,Extinction,1,1,100,103,9.1,44
504,Extinction,1,1,100,103,9.9,42
505,Extinction,1,1,100,104,8.8,40
506,Extinction,1,1,100,107,9.6,38
507,Extinction,1,1,100,104,10.3,36
508,Extinction,1,1,100,104,10.3,35
509,Extinction,1,1,100,105,10,34
510,Extinction,1,1,100,105,10,33
511,Extinction,1,1,100,105,9,32
512,Extinction,1,1,100,103,10.3,30
513,Extinction,1,1,100,105,10.4,28
514,Extinction,1,1,100,104,9.7,27
515,Extinction,1,1,100,104,7.5,26
516,Extinction,1,1,100,103,7.5,25
517,Extinction,1,1,100,104,7.4,24
518,Extinction,1,1,100,103,6.5,23
519,Extinction,1,1,100,104,6.5,22
520,Extinction,1,1,100,92,5.6,21
521,Extinction,1,1,100,94,6,20
522,Extinction,1,1,100,91,7.5,19
523,Extinction,1,1,100,89,7,18
524,Extinction,1,1,100,87,8.5,17
525,Extinction,1,1,100,91,9,16
526,Extinction,1,1,100,90,9.9,15
527,Extinction,1,1,100,88,9.7,14
528,Extinction,1,1,100,88,7.8,13
529,Extinction,1,1,100,89,4.9,12
530,Extinction,1,1,100,88,4.6,11
531,Extinction,1,1,100,92,5.6,10
532,Extinction,1,1,100,89,5.2,9
533,Extinction,1,1,100,90,5.8,8
534,Extinction,1,1,100,89,7.1,7
535,Extinction,1,1,100,89,7.5,6
536,Extinction,1,1,100,88,7,5
537,Non-extinction,1,1,100,86,6.5,4
538,Non-extinction,1,1,100,85,3.7,3
539,Non-extinction,1,1,100,79,3,2
540,Non-extinction,1,1,100,75,0,1
541,Non-extinction,1,1,110,108,0,75
542,Non-extinction,1,1,110,96,0,72
543,Non-extinction,1,1,110,96,0,70
544,Non-extinction,1,1,110,96,0,68
545,Non-extinction,1,1,110,96,1.5,67
546,Non-extinction,1,1,110,96,1.9,66
547,Non-extinction,1,1,110,106,2.7,65
548,Non-extinction,1,1,110,96,3.7,60
549,Non-extinction,1,1,110,95,3.4,55
550,Non-extinction,1,1,110,108,4.2,52
551,Non-extinction,1,1,110,102,4.8,51
552,Non-extinction,1,1,110,95,5,50
553,Non-extinction,1,1,110,104,5.7,48
554,Non-extinction,1,1,110,105,6.8,47
555,Non-extinction,1,1,110,104,6.7,46
556,Extinction,1,1,110,106,6.8,45
557,Extinction,1,1,110,105,7.4,44
558,Extinction,1,1,110,106,7.1,42
559,Extinction,1,1,110,106,7.7,40
560,Extinction,1,1,110,108,7.8,38
561,Extinction,1,1,110,106,8.1,36
562,Extinction,1,1,110,107,8.9,35
563,Extinction,1,1,110,106,8.5,34
564,Extinction,1,1,110,104,8.7,33
565,Extinction,1,1,110,107,8.8,32
566,Extinction,1,1,110,106,10.6,30
567,Extinction,1,1,110,105,8.8,28
568,Extinction,1,1,110,106,9.3,27
569,Extinction,1,1,110,106,10,26
570,Extinction,1,1,110,104,8.5,25
571,Extinction,1,1,110,106,9.2,24
572,Extinction,1,1,110,104,7.3,23
573,Extinction,1,1,110,103,7.5,22
574,Extinction,1,1,110,92,6.5,21
575,Extinction,1,1,110,95,6.1,20
576,Extinction,1,1,110,101,6.5,19
577,Extinction,1,1,110,101,6,18
578,Extinction,1,1,110,100,7,17
579,Extinction,1,1,110,100,7.7,16
580,Extinction,1,1,110,92,8.5,15
581,Extinction,1,1,110,91,9.3,14
582,Extinction,1,1,110,89,6.5,13
583,Extinction,1,1,110,91,6.1,12
584,Extinction,1,1,110,87,5.2,11
585,Extinction,1,1,110,92,4.9,10
586,Extinction,1,1,110,90,5,9
587,Extinction,1,1,110,89,4.5,8
588,Extinction,1,1,110,92,7,7
589,Extinction,1,1,110,89,8.1,6
590,Extinction,1,1,110,89,7.5,5
591,Non-extinction,1,1,110,87,6.7,4
592,Non-extinction,1,1,110,83,3.7,3
593,Non-extinction,1,1,110,79,3.1,2
594,Non-extinction,1,1,110,74,0,1
595,Non-extinction,1,1,120,97,0,75
596,Non-extinction,1,1,120,96,0,72
597,Non-extinction,1,1,120,96,0,70
598,Non-extinction,1,1,120,96,0,68
599,Non-extinction,1,1,120,96,1.5,67
600,Non-extinction,1,1,120,96,1.9,66
601,Non-extinction,1,1,120,96,2.2,65
602,Non-extinction,1,1,120,95,3.3,60
603,Non-extinction,1,1,120,95,3.6,55
604,Non-extinction,1,1,120,105,4.8,52
605,Non-extinction,1,1,120,102,4.2,51
606,Non-extinction,1,1,120,103,5,50
607,Non-extinction,1,1,120,103,5.3,48
608,Non-extinction,1,1,120,102,5.2,47
609,Non-extinction,1,1,120,102,5.8,46
610,Non-extinction,1,1,120,101,4.9,45
611,Non-extinction,1,1,120,104,6.1,44
612,Non-extinction,1,1,120,104,6.7,42
613,Extinction,1,1,120,102,7,40
614,Extinction,1,1,120,105,7.2,38
615,Extinction,1,1,120,103,7.9,36
616,Extinction,1,1,120,105,7.8,35
617,Extinction,1,1,120,103,8.2,34
618,Extinction,1,1,120,103,8.5,33
619,Extinction,1,1,120,105,7.9,32
620,Extinction,1,1,120,104,7.7,30
621,Extinction,1,1,120,104,7.9,28
622,Extinction,1,1,120,106,7.7,27
623,Extinction,1,1,120,105,6.4,26
624,Extinction,1,1,120,104,6.3,25
625,Extinction,1,1,120,103,5.7,24
626,Extinction,1,1,120,104,5.6,23
627,Extinction,1,1,120,105,5,22
628,Extinction,1,1,120,104,5.7,21
629,Extinction,1,1,120,92,5.7,20
630,Extinction,1,1,120,104,6.5,19
631,Extinction,1,1,120,101,5.7,18
632,Extinction,1,1,120,102,7.9,17
633,Extinction,1,1,120,90,7.7,16
634,Extinction,1,1,120,101,8.6,15
635,Extinction,1,1,120,89,9,14
636,Extinction,1,1,120,88,8.3,13
637,Extinction,1,1,120,90,4.2,12
638,Extinction,1,1,120,89,4,11
639,Extinction,1,1,120,92,3.8,10
640,Non-extinction,1,1,120,89,3.9,9
641,Non-extinction,1,1,120,91,4,8
642,Non-extinction,1,1,120,87,7,7
643,Non-extinction,1,1,120,88,6.5,6
644,Non-extinction,1,1,120,94,6,5
645,Non-extinction,1,1,120,85,4.2,4
646,Non-extinction,1,1,120,84,2.5,3
647,Non-extinction,1,1,120,78,1.4,2
648,Non-extinction,1,1,120,74,0,1
649,Non-extinction,1,1,130,108,0,75
650,Non-extinction,1,1,130,96,0,72
651,Non-extinction,1,1,130,96,0,70
652,Non-extinction,1,1,130,96,0,68
653,Non-extinction,1,1,130,96,1.5,67
654,Non-extinction,1,1,130,96,1.6,66
655,Non-extinction,1,1,130,96,1.9,65
656,Non-extinction,1,1,130,95,3.4,60
657,Non-extinction,1,1,130,95,3.3,55
658,Non-extinction,1,1,130,105,3.7,52
659,Non-extinction,1,1,130,103,3.7,51
660,Non-extinction,1,1,130,94,3.8,50
661,Non-extinction,1,1,130,102,4.4,48
662,Non-extinction,1,1,130,99,5.2,47
